class,track,vehicle,file,template_vehicle,template_status,confidence
Hypercar,Portimão,Alpine A424,Hypercar/Portimão/Alpine A424 - Portimão - Stable.svm,Alpine A424,EXACT,B
Hypercar,Portimão,Aston Martin Valkyrie AMR-LMH,Hypercar/Portimão/Aston Martin Valkyrie AMR-LMH - Portimão - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Portimão,BMW M Hybrid V8,Hypercar/Portimão/BMW M Hybrid V8 - Portimão - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Portimão,Cadillac V-Series.R,Hypercar/Portimão/Cadillac V-Series.R - Portimão - Stable.svm,Cadillac V-Series.R,EXACT,B
Hypercar,Portimão,Ferrari 499P,Hypercar/Portimão/Ferrari 499P - Portimão - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Portimão,Glickenhaus SCG 007,Hypercar/Portimão/Glickenhaus SCG 007 - Portimão - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Portimão,Isotta Fraschini Tipo 6,Hypercar/Portimão/Isotta Fraschini Tipo 6 - Portimão - Stable.svm,Isotta Fraschini Tipo 6,EXACT,B
Hypercar,Portimão,Lamborghini SC63,Hypercar/Portimão/Lamborghini SC63 - Portimão - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Portimão,Peugeot 9X8,Hypercar/Portimão/Peugeot 9X8 - Portimão - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Portimão,Peugeot 9X8 2024,Hypercar/Portimão/Peugeot 9X8 2024 - Portimão - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Portimão,Porsche 963,Hypercar/Portimão/Porsche 963 - Portimão - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Portimão,Toyota GR010 Hybrid,Hypercar/Portimão/Toyota GR010 Hybrid - Portimão - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Portimão,Vanwall Vandervell 680,Hypercar/Portimão/Vanwall Vandervell 680 - Portimão - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Sebring,Alpine A424,Hypercar/Sebring/Alpine A424 - Sebring - Stable.svm,Alpine A424,EXACT,B
Hypercar,Sebring,Aston Martin Valkyrie AMR-LMH,Hypercar/Sebring/Aston Martin Valkyrie AMR-LMH - Sebring - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Sebring,BMW M Hybrid V8,Hypercar/Sebring/BMW M Hybrid V8 - Sebring - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Sebring,Cadillac V-Series.R,Hypercar/Sebring/Cadillac V-Series.R - Sebring - Stable.svm,Cadillac V-Series.R,EXACT,B
Hypercar,Sebring,Ferrari 499P,Hypercar/Sebring/Ferrari 499P - Sebring - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Sebring,Glickenhaus SCG 007,Hypercar/Sebring/Glickenhaus SCG 007 - Sebring - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Sebring,Isotta Fraschini Tipo 6,Hypercar/Sebring/Isotta Fraschini Tipo 6 - Sebring - Stable.svm,Isotta Fraschini Tipo 6,EXACT,B
Hypercar,Sebring,Lamborghini SC63,Hypercar/Sebring/Lamborghini SC63 - Sebring - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Sebring,Peugeot 9X8,Hypercar/Sebring/Peugeot 9X8 - Sebring - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Sebring,Peugeot 9X8 2024,Hypercar/Sebring/Peugeot 9X8 2024 - Sebring - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Sebring,Porsche 963,Hypercar/Sebring/Porsche 963 - Sebring - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Sebring,Toyota GR010 Hybrid,Hypercar/Sebring/Toyota GR010 Hybrid - Sebring - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Sebring,Vanwall Vandervell 680,Hypercar/Sebring/Vanwall Vandervell 680 - Sebring - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Alpine A424,Hypercar/Silverstone International/Alpine A424 - Silverstone International - Stable.svm,Alpine A424,EXACT,B
Hypercar,Silverstone International,Aston Martin Valkyrie AMR-LMH,Hypercar/Silverstone International/Aston Martin Valkyrie AMR-LMH - Silverstone International - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Silverstone International,BMW M Hybrid V8,Hypercar/Silverstone International/BMW M Hybrid V8 - Silverstone International - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Cadillac V-Series.R,Hypercar/Silverstone International/Cadillac V-Series.R - Silverstone International - Stable.svm,Cadillac V-Series.R,EXACT,B
Hypercar,Silverstone International,Ferrari 499P,Hypercar/Silverstone International/Ferrari 499P - Silverstone International - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Glickenhaus SCG 007,Hypercar/Silverstone International/Glickenhaus SCG 007 - Silverstone International - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Isotta Fraschini Tipo 6,Hypercar/Silverstone International/Isotta Fraschini Tipo 6 - Silverstone International - Stable.svm,Isotta Fraschini Tipo 6,EXACT,B
Hypercar,Silverstone International,Lamborghini SC63,Hypercar/Silverstone International/Lamborghini SC63 - Silverstone International - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Peugeot 9X8,Hypercar/Silverstone International/Peugeot 9X8 - Silverstone International - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Peugeot 9X8 2024,Hypercar/Silverstone International/Peugeot 9X8 2024 - Silverstone International - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Porsche 963,Hypercar/Silverstone International/Porsche 963 - Silverstone International - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Toyota GR010 Hybrid,Hypercar/Silverstone International/Toyota GR010 Hybrid - Silverstone International - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Silverstone International,Vanwall Vandervell 680,Hypercar/Silverstone International/Vanwall Vandervell 680 - Silverstone International - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Alpine A424,Hypercar/Spa-Francorchamps/Alpine A424 - Spa-Francorchamps - Stable.svm,Alpine A424,EXACT,B
Hypercar,Spa-Francorchamps,Aston Martin Valkyrie AMR-LMH,Hypercar/Spa-Francorchamps/Aston Martin Valkyrie AMR-LMH - Spa-Francorchamps - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,BMW M Hybrid V8,Hypercar/Spa-Francorchamps/BMW M Hybrid V8 - Spa-Francorchamps - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Cadillac V-Series.R,Hypercar/Spa-Francorchamps/Cadillac V-Series.R - Spa-Francorchamps - Stable.svm,Cadillac V-Series.R,EXACT,B
Hypercar,Spa-Francorchamps,Ferrari 499P,Hypercar/Spa-Francorchamps/Ferrari 499P - Spa-Francorchamps - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Glickenhaus SCG 007,Hypercar/Spa-Francorchamps/Glickenhaus SCG 007 - Spa-Francorchamps - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Isotta Fraschini Tipo 6,Hypercar/Spa-Francorchamps/Isotta Fraschini Tipo 6 - Spa-Francorchamps - Stable.svm,Isotta Fraschini Tipo 6,EXACT,B
Hypercar,Spa-Francorchamps,Lamborghini SC63,Hypercar/Spa-Francorchamps/Lamborghini SC63 - Spa-Francorchamps - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Peugeot 9X8,Hypercar/Spa-Francorchamps/Peugeot 9X8 - Spa-Francorchamps - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Peugeot 9X8 2024,Hypercar/Spa-Francorchamps/Peugeot 9X8 2024 - Spa-Francorchamps - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Porsche 963,Hypercar/Spa-Francorchamps/Porsche 963 - Spa-Francorchamps - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Toyota GR010 Hybrid,Hypercar/Spa-Francorchamps/Toyota GR010 Hybrid - Spa-Francorchamps - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Spa-Francorchamps,Vanwall Vandervell 680,Hypercar/Spa-Francorchamps/Vanwall Vandervell 680 - Spa-Francorchamps - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Alpine A424,Hypercar/Laguna Seca/Alpine A424 - Laguna Seca - Stable.svm,Alpine A424,EXACT,B
Hypercar,Laguna Seca,Aston Martin Valkyrie AMR-LMH,Hypercar/Laguna Seca/Aston Martin Valkyrie AMR-LMH - Laguna Seca - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,BMW M Hybrid V8,Hypercar/Laguna Seca/BMW M Hybrid V8 - Laguna Seca - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Cadillac V-Series.R,Hypercar/Laguna Seca/Cadillac V-Series.R - Laguna Seca - Stable.svm,Cadillac V-Series.R,EXACT,B
Hypercar,Laguna Seca,Ferrari 499P,Hypercar/Laguna Seca/Ferrari 499P - Laguna Seca - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Glickenhaus SCG 007,Hypercar/Laguna Seca/Glickenhaus SCG 007 - Laguna Seca - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Isotta Fraschini Tipo 6,Hypercar/Laguna Seca/Isotta Fraschini Tipo 6 - Laguna Seca - Stable.svm,Isotta Fraschini Tipo 6,EXACT,B
Hypercar,Laguna Seca,Lamborghini SC63,Hypercar/Laguna Seca/Lamborghini SC63 - Laguna Seca - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Peugeot 9X8,Hypercar/Laguna Seca/Peugeot 9X8 - Laguna Seca - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Peugeot 9X8 2024,Hypercar/Laguna Seca/Peugeot 9X8 2024 - Laguna Seca - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Porsche 963,Hypercar/Laguna Seca/Porsche 963 - Laguna Seca - Stable.svm,Cadillac V-Series.R,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Toyota GR010 Hybrid,Hypercar/Laguna Seca/Toyota GR010 Hybrid - Laguna Seca - Stable.svm,Alpine A424,INFERRED_VALIDATE,B
Hypercar,Laguna Seca,Vanwall Vandervell 680,Hypercar/Laguna Seca/Vanwall Vandervell 680 - Laguna Seca - Stable.svm,Isotta Fraschini Tipo 6,INFERRED_VALIDATE,B
